"Week End","Week End Last Year","Region","Crude Volumes For The Week","Percent Of Capacity","4 Week Average","4 Week Average Last Year","YTD Average","YTD Average Last Year","Unit"
"07/13/2004","07/15/2003","Ontario","85.130","97.290","82.840","77.350","80.610","76.930","thousand cubic metres per day"
"07/13/2004","07/15/2003","Quebec & Eastern Canada","138.820","98.600","137.790","136.130","135.000","135.100","thousand cubic metres per day"
"07/13/2004","07/15/2003","Western Canada","95.410","97.650","97.290","86.880","88.400","84.250","thousand cubic metres per day"
"07/20/2004","07/22/2003","Ontario","80.830","92.380","82.450","75.450","80.620","76.810","thousand cubic metres per day"
"07/20/2004","07/22/2003","Quebec & Eastern Canada","141.610","100.580","139.390","136.600","135.230","135.100","thousand cubic metres per day"
"07/20/2004","07/22/2003","Western Canada","97.460","99.750","97.160","86.950","88.710","84.320","thousand cubic metres per day"
"07/27/2004","07/29/2003","Ontario","81.600","93.250","82.580","75.690","80.650","76.920","thousand cubic metres per day"
"07/27/2004","07/29/2003","Quebec & Eastern Canada","141.330","100.380","139.800","136.460","135.430","135.080","thousand cubic metres per day"
"07/27/2004","07/29/2003","Western Canada","98.570","100.890","96.830","86.110","89.040","84.320","thousand cubic metres per day"
"08/03/2004","08/05/2003","Ontario","81.070","92.650","82.160","76.400","80.670","77.050","thousand cubic metres per day"
"08/03/2004","08/05/2003","Quebec & Eastern Canada","140.770","99.990","140.630","136.960","135.600","135.260","thousand cubic metres per day"
"08/03/2004","08/05/2003","Western Canada","95.870","98.120","96.830","85.660","89.260","84.350","thousand cubic metres per day"
"08/10/2004","08/12/2003","Ontario","81.930","93.640","81.360","79.750","80.710","77.280","thousand cubic metres per day"
"08/10/2004","08/12/2003","Quebec & Eastern Canada","140.350","99.690","141.020","137.920","135.750","135.450","thousand cubic metres per day"
"08/10/2004","08/12/2003","Western Canada","98.400","100.720","97.580","84.620","89.550","84.300","thousand cubic metres per day"
"08/17/2004","08/19/2003","Ontario","83.380","95.290","82.000","72.300","80.790","76.270","thousand cubic metres per day"
"08/17/2004","08/19/2003","Quebec & Eastern Canada","138.330","98.250","140.200","139.320","135.830","135.610","thousand cubic metres per day"
"08/17/2004","08/19/2003","Western Canada","99.560","101.900","98.100","84.210","89.850","84.300","thousand cubic metres per day"
"08/24/2004","08/26/2003","Ontario","82.240","93.990","82.160","69.370","80.830","76.030","thousand cubic metres per day"
"08/24/2004","08/26/2003","Quebec & Eastern Canada","137.050","97.340","139.130","140.560","135.860","135.720","thousand cubic metres per day"
"08/24/2004","08/26/2003","Western Canada","98.020","100.320","97.960","84.370","90.090","84.320","thousand cubic metres per day"
"08/31/2004","09/02/2003","Ontario","82.650","94.460","82.550","69.600","80.880","76.200","thousand cubic metres per day"
"08/31/2004","09/02/2003","Quebec & Eastern Canada","119.470","84.850","133.800","139.870","135.400","135.780","thousand cubic metres per day"
"08/31/2004","09/02/2003","Western Canada","96.710","98.980","98.170","84.660","90.280","84.380","thousand cubic metres per day"
"09/07/2004","09/09/2003","Ontario","82.330","94.090","82.650","68.100","80.920","76.260","thousand cubic metres per day"
"09/07/2004","09/09/2003","Quebec & Eastern Canada","139.410","99.020","133.570","138.610","135.510","135.800","thousand cubic metres per day"
"09/07/2004","09/09/2003","Western Canada","98.990","101.320","98.320","85.390","90.520","84.420","thousand cubic metres per day"
"09/14/2004","09/16/2003","Ontario","82.890","94.730","82.530","77.230","80.980","76.370","thousand cubic metres per day"
"09/14/2004","09/16/2003","Quebec & Eastern Canada","136.840","97.200","133.190","137.560","135.540","135.830","thousand cubic metres per day"
"09/14/2004","09/16/2003","Western Canada","96.830","99.110","97.640","86.060","90.690","84.490","thousand cubic metres per day"
"09/21/2004","09/23/2003","Ontario","75.760","86.580","80.910","80.770","80.840","76.530","thousand cubic metres per day"
"09/21/2004","09/23/2003","Quebec & Eastern Canada","139.150","98.830","133.720","132.620","135.640","135.400","thousand cubic metres per day"
"09/21/2004","09/23/2003","Western Canada","95.720","97.980","97.070","87.650","90.820","84.670","thousand cubic metres per day"
"09/28/2004","09/30/2003","Ontario","72.300","82.630","78.320","81.160","80.620","76.710","thousand cubic metres per day"
"09/28/2004","09/30/2003","Quebec & Eastern Canada","117.510","83.460","133.230","124.390","135.170","134.610","thousand cubic metres per day"
"09/28/2004","09/30/2003","Western Canada","94.770","97.000","96.580","89.960","90.930","84.950","thousand cubic metres per day"
"10/05/2004","10/07/2003","Ontario","76.730","87.690","76.920","81.380","80.520","76.770","thousand cubic metres per day"
"10/05/2004","10/07/2003","Quebec & Eastern Canada","130.520","92.710","131.010","118.150","135.060","134.040","thousand cubic metres per day"
"10/05/2004","10/07/2003","Western Canada","94.240","96.460","95.390","91.010","91.010","85.080","thousand cubic metres per day"
"10/12/2004","10/14/2003","Ontario","83.230","95.120","77.000","80.970","80.590","76.820","thousand cubic metres per day"
"10/12/2004","10/14/2003","Quebec & Eastern Canada","123.090","87.430","127.570","113.140","134.770","133.610","thousand cubic metres per day"
"10/12/2004","10/14/2003","Western Canada","94.360","96.580","94.770","91.410","91.090","85.170","thousand cubic metres per day"
"10/19/2004","10/21/2003","Ontario","84.030","96.040","79.070","79.160","80.670","76.780","thousand cubic metres per day"
"10/19/2004","10/21/2003","Quebec & Eastern Canada","114.160","81.090","121.320","116.870","134.270","133.630","thousand cubic metres per day"
"10/19/2004","10/21/2003","Western Canada","94.120","96.330","94.370","92.640","91.160","85.430","thousand cubic metres per day"
"10/26/2004","10/28/2003","Ontario","80.560","92.060","81.140","77.130","80.670","76.750","thousand cubic metres per day"
"10/26/2004","10/28/2003","Quebec & Eastern Canada","113.160","80.370","120.240","125.610","133.780","133.780","thousand cubic metres per day"
"10/26/2004","10/28/2003","Western Canada","85.300","87.310","92.010","93.030","91.030","85.710","thousand cubic metres per day"
"11/02/2004","11/04/2003","Ontario","83.180","95.060","82.750","76.250","80.720","76.730","thousand cubic metres per day"
"11/02/2004","11/04/2003","Quebec & Eastern Canada","117.620","83.540","117.010","132.750","133.420","133.920","thousand cubic metres per day"
"11/02/2004","11/04/2003","Western Canada","96.370","98.640","92.540","94.250","91.150","85.910","thousand cubic metres per day"
"11/09/2004","11/11/2003","Ontario","80.940","92.500","82.180","74.740","80.730","76.640","thousand cubic metres per day"
"11/09/2004","11/11/2003","Quebec & Eastern Canada","107.440","76.310","113.100","138.340","132.840","134.030","thousand cubic metres per day"
"11/09/2004","11/11/2003","Western Canada","96.670","98.950","93.110","95.650","91.270","86.100","thousand cubic metres per day"
"11/16/2004","11/18/2003","Ontario","76.530","87.460","80.300","74.020","80.640","76.540","thousand cubic metres per day"
"11/16/2004","11/18/2003","Quebec & Eastern Canada","130.830","92.930","117.260","139.440","132.800","134.140","thousand cubic metres per day"
"11/16/2004","11/18/2003","Western Canada","95.300","97.540","93.410","93.870","91.360","86.170","thousand cubic metres per day"
"11/23/2004","11/25/2003","Ontario","77.150","88.180","79.450","72.820","80.560","76.410","thousand cubic metres per day"
"11/23/2004","11/25/2003","Quebec & Eastern Canada","134.100","95.250","122.500","138.890","132.820","134.210","thousand cubic metres per day"
"11/23/2004","11/25/2003","Western Canada","94.590","96.810","95.730","91.700","91.430","86.210","thousand cubic metres per day"
"11/30/2004","12/02/2003","Ontario","76.360","87.270","77.750","72.640","80.480","76.390","thousand cubic metres per day"
"11/30/2004","12/02/2003","Quebec & Eastern Canada","131.930","93.700","126.080","138.020","132.800","134.260","thousand cubic metres per day"
"11/30/2004","12/02/2003","Western Canada","86.410","88.440","93.240","91.510","91.320","86.380","thousand cubic metres per day"
"12/07/2004","12/09/2003","Ontario","76.470","87.400","76.630","72.350","80.390","76.290","thousand cubic metres per day"
"12/07/2004","12/09/2003","Quebec & Eastern Canada","141.260","100.330","134.530","137.810","132.980","134.340","thousand cubic metres per day"
"12/07/2004","12/09/2003","Western Canada","92.280","94.460","92.140","91.490","91.340","86.540","thousand cubic metres per day"
"12/14/2004","12/16/2003","Ontario","78.000","89.140","77.000","72.710","80.350","76.240","thousand cubic metres per day"
"12/14/2004","12/16/2003","Quebec & Eastern Canada","142.810","101.430","137.530","137.520","133.170","134.410","thousand cubic metres per day"
"12/14/2004","12/16/2003","Western Canada","87.130","89.180","90.100","92.310","91.260","86.660","thousand cubic metres per day"
"12/21/2004","12/23/2003","Ontario","76.070","86.930","76.730","74.130","80.260","76.230","thousand cubic metres per day"
"12/21/2004","12/23/2003","Quebec & Eastern Canada","145.610","103.420","140.400","137.320","133.420","134.460","thousand cubic metres per day"
"12/21/2004","12/23/2003","Western Canada","78.850","80.700","86.170","93.000","91.010","86.750","thousand cubic metres per day"
"12/28/2004","12/30/2003","Ontario","76.150","87.020","76.670","74.490","80.180","76.240","thousand cubic metres per day"
"12/28/2004","12/30/2003","Quebec & Eastern Canada","146.430","104.010","144.030","137.630","133.670","134.520","thousand cubic metres per day"
"12/28/2004","12/30/2003","Western Canada","91.940","94.110","87.550","91.940","91.030","86.810","thousand cubic metres per day"
"01/04/2005","01/06/2004","Ontario","78.360","89.560","77.150","76.700","78.360","80.300","thousand cubic metres per day"
"01/04/2005","01/06/2004","Quebec & Eastern Canada","145.330","103.220","145.050","137.810","145.330","138.900","thousand cubic metres per day"
"01/04/2005","01/06/2004","Western Canada","94.180","96.400","88.030","91.400","94.180","92.070","thousand cubic metres per day"
"01/11/2005","01/13/2004","Ontario","76.030","86.890","76.650","78.720","77.200","81.080","thousand cubic metres per day"
"01/11/2005","01/13/2004","Quebec & Eastern Canada","138.200","98.160","143.900","136.950","141.770","136.570","thousand cubic metres per day"
"01/11/2005","01/13/2004","Western Canada","94.910","97.140","89.970","92.870","94.550","95.170","thousand cubic metres per day"
"01/18/2005","01/20/2004","Ontario","76.550","87.480","76.770","80.510","76.980","81.860","thousand cubic metres per day"
"01/18/2005","01/20/2004","Quebec & Eastern Canada","140.280","99.640","142.560","136.300","141.270","135.810","thousand cubic metres per day"
"01/18/2005","01/20/2004","Western Canada","92.670","94.850","93.430","93.970","93.920","95.360","thousand cubic metres per day"
"01/25/2005","01/27/2004","Ontario","71.550","81.770","75.620","81.720","75.620","81.720","thousand cubic metres per day"
"01/25/2005","01/27/2004","Quebec & Eastern Canada","147.210","104.560","142.760","136.000","142.760","136.000","thousand cubic metres per day"
"01/25/2005","01/27/2004","Western Canada","93.000","95.190","93.690","95.730","93.690","95.730","thousand cubic metres per day"
"02/01/2005","02/03/2004","Ontario","72.830","83.230","74.240","82.280","75.070","81.890","thousand cubic metres per day"
"02/01/2005","02/03/2004","Quebec & Eastern Canada","137.820","97.890","140.880","135.750","141.770","136.380","thousand cubic metres per day"
"02/01/2005","02/03/2004","Western Canada","96.880","99.160","94.370","95.770","94.330","95.030","thousand cubic metres per day"
"02/08/2005","02/10/2004","Ontario","75.120","85.850","74.010","82.270","75.070","81.870","thousand cubic metres per day"
"02/08/2005","02/10/2004","Quebec & Eastern Canada","138.100","98.090","140.850","136.840","141.160","136.750","thousand cubic metres per day"
"02/08/2005","02/10/2004","Western Canada","97.500","99.800","95.010","93.480","94.860","94.040","thousand cubic metres per day"
"02/15/2005","02/17/2004","Ontario","75.270","86.020","73.690","81.680","75.100","81.750","thousand cubic metres per day"
"02/15/2005","02/17/2004","Quebec & Eastern Canada","139.290","98.930","140.610","138.240","140.890","137.200","thousand cubic metres per day"
"02/15/2005","02/17/2004","Western Canada","97.000","99.290","96.100","92.820","95.160","93.910","thousand cubic metres per day"
"02/22/2005","02/24/2004","Ontario","74.460","85.100","74.420","82.200","75.020","81.960","thousand cubic metres per day"
"02/22/2005","02/24/2004","Quebec & Eastern Canada","139.670","99.200","138.720","138.210","140.740","137.100","thousand cubic metres per day"
"02/22/2005","02/24/2004","Western Canada","96.360","98.630","96.940","91.770","95.320","93.750","thousand cubic metres per day"
"03/01/2005","03/02/2004","Ontario","75.990","86.840","75.210","82.330","75.130","82.080","thousand cubic metres per day"
"03/01/2005","03/02/2004","Quebec & Eastern Canada","147.380","104.680","141.110","137.690","141.480","136.960","thousand cubic metres per day"
"03/01/2005","03/02/2004","Western Canada","95.410","97.650","96.570","91.130","95.320","93.290","thousand cubic metres per day"
"03/08/2005","03/09/2004","Ontario","76.720","87.680","75.610","82.770","75.290","82.230","thousand cubic metres per day"
"03/08/2005","03/09/2004","Quebec & Eastern Canada","145.630","103.430","142.990","137.130","141.890","136.900","thousand cubic metres per day"
"03/08/2005","03/09/2004","Western Canada","88.710","90.800","94.370","91.570","94.660","93.050","thousand cubic metres per day"
"03/15/2005","03/16/2004","Ontario","75.950","86.800","75.780","82.790","75.350","82.130","thousand cubic metres per day"
"03/15/2005","03/16/2004","Quebec & Eastern Canada","144.690","102.770","144.340","136.200","142.150","136.840","thousand cubic metres per day"
"03/15/2005","03/16/2004","Western Canada","87.670","89.740","92.040","90.590","94.030","92.700","thousand cubic metres per day"
"03/22/2005","03/23/2004","Ontario","74.920","85.630","75.900","82.120","75.310","82.010","thousand cubic metres per day"
"03/22/2005","03/23/2004","Quebec & Eastern Canada","144.560","102.680","145.570","135.770","142.350","136.660","thousand cubic metres per day"
"03/22/2005","03/23/2004","Western Canada","83.200","85.160","88.750","91.030","93.130","92.840","thousand cubic metres per day"
"03/29/2005","03/30/2004","Ontario","74.890","85.590","75.620","80.620","75.280","81.630","thousand cubic metres per day"
"03/29/2005","03/30/2004","Quebec & Eastern Canada","146.660","104.170","145.390","135.990","142.680","136.660","thousand cubic metres per day"
"03/29/2005","03/30/2004","Western Canada","84.400","86.380","86.000","92.960","92.460","93.190","thousand cubic metres per day"
"04/05/2005","04/06/2004","Ontario","75.980","86.830","75.440","80.170","75.330","81.640","thousand cubic metres per day"
"04/05/2005","04/06/2004","Quebec & Eastern Canada","136.880","97.220","143.200","136.010","142.270","136.650","thousand cubic metres per day"
"04/05/2005","04/06/2004","Western Canada","73.860","75.600","82.280","92.070","91.130","92.770","thousand cubic metres per day"
"04/12/2005","04/13/2004","Ontario","70.380","80.440","74.040","80.830","75.000","81.780","thousand cubic metres per day"
"04/12/2005","04/13/2004","Quebec & Eastern Canada","139.720","99.240","141.960","136.730","142.100","136.810","thousand cubic metres per day"
"04/12/2005","04/13/2004","Western Canada","69.790","71.430","77.810","91.610","89.700","92.410","thousand cubic metres per day"
"04/19/2005","04/20/2004","Ontario","63.930","86.040","72.770","80.620","74.740","81.670","thousand cubic metres per day"
"04/19/2005","04/20/2004","Quebec & Eastern Canada","136.600","97.020","139.960","138.160","141.750","137.030","thousand cubic metres per day"
"04/19/2005","04/20/2004","Western Canada","72.110","73.810","75.040","88.090","88.600","91.650","thousand cubic metres per day"
"04/26/2005","04/27/2004","Ontario","61.720","83.060","70.630","80.150","74.380","81.290","thousand cubic metres per day"
"04/26/2005","04/27/2004","Quebec & Eastern Canada","136.140","96.690","137.330","136.200","141.420","136.550","thousand cubic metres per day"
"04/26/2005","04/27/2004","Western Canada","82.680","84.630","74.610","82.320","88.260","90.630","thousand cubic metres per day"
"05/03/2005","05/04/2004","Ontario","66.080","88.940","68.080","78.650","74.290","80.980","thousand cubic metres per day"
"05/03/2005","05/04/2004","Quebec & Eastern Canada","142.660","101.320","138.780","133.730","141.490","136.000","thousand cubic metres per day"
"05/03/2005","05/04/2004","Western Canada","83.000","84.950","76.900","78.050","87.960","89.500","thousand cubic metres per day"
"05/10/2005","05/11/2004","Ontario","66.680","89.740","64.600","77.200","74.250","80.820","thousand cubic metres per day"
"05/10/2005","05/11/2004","Quebec & Eastern Canada","143.480","101.910","139.720","130.330","141.590","135.440","thousand cubic metres per day"
"05/10/2005","05/11/2004","Western Canada","95.780","98.030","83.390","74.290","88.370","88.600","thousand cubic metres per day"
"05/17/2005","05/18/2004","Ontario","66.600","89.640","65.270","62.750","67.360","66.870","thousand cubic metres per day"
"05/17/2005","05/18/2004","Quebec & Eastern Canada","135.880","96.510","139.540","126.170","141.310","134.860","thousand cubic metres per day"
"05/17/2005","05/18/2004","Western Canada","98.860","101.190","90.080","75.290","88.900","88.380","thousand cubic metres per day"
"05/24/2005","05/25/2004","Ontario","71.660","96.450","67.760","63.880","67.560","66.820","thousand cubic metres per day"
"05/24/2005","05/25/2004","Quebec & Eastern Canada","125.050","88.820","136.770","125.460","140.540","134.440","thousand cubic metres per day"
"05/24/2005","05/25/2004","Western Canada","100.760","103.130","94.600","76.390","89.460","87.920","thousand cubic metres per day"
"05/31/2005","06/01/2004","Ontario","70.010","94.220","68.740","64.760","67.670","66.740","thousand cubic metres per day"
"05/31/2005","06/01/2004","Quebec & Eastern Canada","130.230","92.500","133.660","127.460","140.070","134.450","thousand cubic metres per day"
"05/31/2005","06/01/2004","Western Canada","98.420","100.740","98.460","76.310","89.870","87.100","thousand cubic metres per day"
"06/07/2005","06/08/2004","Ontario","69.200","93.140","69.370","64.570","67.740","66.630","thousand cubic metres per day"
"06/07/2005","06/08/2004","Quebec & Eastern Canada","126.140","89.590","129.320","129.920","139.460","134.480","thousand cubic metres per day"
"06/07/2005","06/08/2004","Western Canada","97.160","99.450","98.800","77.480","90.190","86.660","thousand cubic metres per day"
"06/14/2005","06/15/2004","Ontario","65.480","88.130","69.090","65.530","67.650","66.640","thousand cubic metres per day"
"06/14/2005","06/15/2004","Quebec & Eastern Canada","133.100","94.540","128.630","132.900","139.200","134.530","thousand cubic metres per day"
"06/14/2005","06/15/2004","Western Canada","95.450","97.690","97.950","79.620","90.410","86.920","thousand cubic metres per day"
"06/21/2005","06/22/2004","Ontario","63.720","85.760","67.100","66.310","67.490","66.740","thousand cubic metres per day"
"06/21/2005","06/22/2004","Quebec & Eastern Canada","137.130","97.400","131.650","135.180","139.110","134.560","thousand cubic metres per day"
"06/21/2005","06/22/2004","Western Canada","99.740","102.090","97.690","84.420","90.780","87.360","thousand cubic metres per day"
"06/28/2005","06/29/2004","Ontario","62.990","84.770","65.350","66.820","67.320","66.750","thousand cubic metres per day"
"06/28/2005","06/29/2004","Quebec & Eastern Canada","139.810","99.300","134.040","136.470","139.140","134.760","thousand cubic metres per day"
"06/28/2005","06/29/2004","Western Canada","97.320","99.620","97.420","91.930","91.030","87.840","thousand cubic metres per day"
"07/05/2005","07/06/2004","Ontario","59.530","80.120","62.930","67.960","67.030","66.830","thousand cubic metres per day"
"07/05/2005","07/06/2004","Quebec & Eastern Canada","141.100","100.220","137.790","136.990","139.210","134.860","thousand cubic metres per day"
"07/05/2005","07/06/2004","Western Canada","97.280","99.560","97.450","96.650","91.260","88.140","thousand cubic metres per day"
"07/12/2005","07/13/2004","Ontario","50.710","68.260","59.240","69.040","66.450","66.990","thousand cubic metres per day"
"07/12/2005","07/13/2004","Quebec & Eastern Canada","142.960","101.540","140.250","137.790","139.350","135.000","thousand cubic metres per day"
"07/12/2005","07/13/2004","Western Canada","94.600","96.830","97.240","97.290","91.380","88.400","thousand cubic metres per day"
"07/19/2005","07/20/2004","Ontario","52.240","70.300","56.370","68.500","65.960","66.980","thousand cubic metres per day"
"07/19/2005","07/20/2004","Quebec & Eastern Canada","142.270","101.050","141.540","139.390","139.450","135.230","thousand cubic metres per day"
"07/19/2005","07/20/2004","Western Canada","93.920","96.130","95.780","97.160","91.470","88.710","thousand cubic metres per day"
"07/26/2005","07/27/2004","Ontario","64.250","86.480","56.680","68.710","65.900","67.010","thousand cubic metres per day"
"07/26/2005","07/27/2004","Quebec & Eastern Canada","141.840","100.750","142.050","139.800","139.530","135.430","thousand cubic metres per day"
"07/26/2005","07/27/2004","Western Canada","91.840","94.010","94.410","96.830","91.480","89.040","thousand cubic metres per day"
"08/02/2005","08/03/2004","Ontario","66.750","89.840","58.490","68.300","65.930","67.020","thousand cubic metres per day"
"08/02/2005","08/03/2004","Quebec & Eastern Canada","144.880","102.900","142.990","140.630","139.700","135.600","thousand cubic metres per day"
"08/02/2005","08/03/2004","Western Canada","92.640","94.820","93.250","96.830","91.520","89.260","thousand cubic metres per day"
"08/09/2005","08/10/2004","Ontario","65.940","88.740","62.290","67.550","65.930","67.060","thousand cubic metres per day"
"08/09/2005","08/10/2004","Quebec & Eastern Canada","142.680","101.340","142.920","141.020","139.790","135.750","thousand cubic metres per day"
"08/09/2005","08/10/2004","Western Canada","74.830","76.590","88.310","97.580","91.000","89.550","thousand cubic metres per day"
"08/16/2005","08/17/2004","Ontario","66.790","89.900","65.930","68.270","65.950","67.140","thousand cubic metres per day"
"08/16/2005","08/17/2004","Quebec & Eastern Canada","141.710","100.650","142.780","140.200","139.850","135.830","thousand cubic metres per day"
"08/16/2005","08/17/2004","Western Canada","85.740","87.760","86.260","98.100","90.840","89.850","thousand cubic metres per day"
"08/23/2005","08/24/2004","Ontario","66.710","89.780","66.550","68.460","65.980","67.180","thousand cubic metres per day"
"08/23/2005","08/24/2004","Quebec & Eastern Canada","143.910","102.220","143.300","139.130","139.970","135.860","thousand cubic metres per day"
"08/23/2005","08/24/2004","Western Canada","88.320","90.400","85.380","97.960","90.770","90.090","thousand cubic metres per day"
"08/30/2005","08/31/2004","Ontario","64.290","86.530","65.930","68.880","65.930","67.230","thousand cubic metres per day"
"08/30/2005","08/31/2004","Quebec & Eastern Canada","141.760","100.690","142.520","133.800","140.020","135.400","thousand cubic metres per day"
"08/30/2005","08/31/2004","Western Canada","100.400","102.760","87.320","98.170","91.040","90.280","thousand cubic metres per day"
"09/06/2005","09/07/2004","Ontario","58.670","78.970","64.120","69.080","65.730","67.280","thousand cubic metres per day"
"09/06/2005","09/07/2004","Quebec & Eastern Canada","142.680","101.340","142.520","133.570","140.100","135.510","thousand cubic metres per day"
"09/06/2005","09/07/2004","Western Canada","102.250","104.660","94.180","98.320","91.350","90.520","thousand cubic metres per day"
"09/13/2005","09/14/2004","Ontario","59.370","79.910","62.260","68.970","65.550","67.340","thousand cubic metres per day"
"09/13/2005","09/14/2004","Quebec & Eastern Canada","142.390","101.130","142.690","133.190","140.160","135.540","thousand cubic metres per day"
"09/13/2005","09/14/2004","Western Canada","89.020","91.110","95.000","97.640","91.290","90.690","thousand cubic metres per day"
"09/20/2005","09/21/2004","Ontario","59.650","80.280","60.500","67.420","65.400","67.210","thousand cubic metres per day"
"09/20/2005","09/21/2004","Quebec & Eastern Canada","141.940","100.820","142.190","133.720","140.200","135.640","thousand cubic metres per day"
"09/20/2005","09/21/2004","Western Canada","82.840","84.790","93.630","97.070","91.070","90.820","thousand cubic metres per day"
"09/27/2005","09/28/2004","Ontario","60.260","81.100","59.490","64.940","65.270","67.000","thousand cubic metres per day"
"09/27/2005","09/28/2004","Quebec & Eastern Canada","138.860","98.630","141.470","133.230","140.170","135.170","thousand cubic metres per day"
"09/27/2005","09/28/2004","Western Canada","78.840","80.700","88.240","96.580","90.750","90.930","thousand cubic metres per day"
"10/04/2005","10/05/2004","Ontario","53.820","72.440","58.280","63.500","64.980","66.900","thousand cubic metres per day"
"10/04/2005","10/05/2004","Quebec & Eastern Canada","140.850","100.040","141.010","131.010","140.190","135.060","thousand cubic metres per day"
"10/04/2005","10/05/2004","Western Canada","88.390","90.470","84.770","95.390","90.690","91.010","thousand cubic metres per day"
"10/11/2005","10/12/2004","Ontario","57.940","77.980","57.920","63.500","64.810","66.960","thousand cubic metres per day"
"10/11/2005","10/12/2004","Quebec & Eastern Canada","142.060","100.900","140.930","127.570","140.230","134.770","thousand cubic metres per day"
"10/11/2005","10/12/2004","Western Canada","90.670","92.810","85.190","94.770","90.690","91.090","thousand cubic metres per day"
"10/18/2005","10/19/2004","Ontario","56.320","75.800","57.090","65.380","64.610","67.040","thousand cubic metres per day"
"10/18/2005","10/19/2004","Quebec & Eastern Canada","138.610","98.450","140.100","121.320","140.190","134.270","thousand cubic metres per day"
"10/18/2005","10/19/2004","Western Canada","93.710","95.910","87.910","94.370","90.760","91.160","thousand cubic metres per day"
"10/25/2005","10/26/2004","Ontario","64.380","86.650","58.120","67.870","64.600","67.080","thousand cubic metres per day"
"10/25/2005","10/26/2004","Quebec & Eastern Canada","141.690","100.630","140.800","120.240","140.230","133.780","thousand cubic metres per day"
"10/25/2005","10/26/2004","Western Canada","90.560","92.690","90.830","92.010","90.760","91.030","thousand cubic metres per day"
"11/01/2005","11/02/2004","Ontario","65.390","88.010","61.010","69.740","64.620","67.160","thousand cubic metres per day"
"11/01/2005","11/02/2004","Quebec & Eastern Canada","142.890","101.490","141.310","117.010","140.290","133.420","thousand cubic metres per day"
"11/01/2005","11/02/2004","Western Canada","96.190","98.460","92.780","92.540","90.880","91.150","thousand cubic metres per day"
"11/08/2005","11/09/2004","Ontario","61.710","83.060","61.950","69.430","64.550","67.180","thousand cubic metres per day"
"11/08/2005","11/09/2004","Quebec & Eastern Canada","138.920","98.670","140.530","113.100","140.260","132.840","thousand cubic metres per day"
"11/08/2005","11/09/2004","Western Canada","95.220","97.460","93.920","93.110","90.980","91.270","thousand cubic metres per day"
"11/15/2005","11/16/2004","Ontario","60.510","81.440","63.000","69.200","64.470","67.220","thousand cubic metres per day"
"11/15/2005","11/16/2004","Quebec & Eastern Canada","138.360","98.270","140.470","117.260","140.220","132.800","thousand cubic metres per day"
"11/15/2005","11/16/2004","Western Canada","100.770","103.140","95.680","93.410","91.190","91.360","thousand cubic metres per day"
"11/22/2005","11/23/2004","Ontario","63.630","85.640","62.810","69.440","64.450","67.280","thousand cubic metres per day"
"11/22/2005","11/23/2004","Quebec & Eastern Canada","138.970","98.710","139.790","122.500","140.190","132.820","thousand cubic metres per day"
"11/22/2005","11/23/2004","Western Canada","98.150","100.460","97.580","95.730","91.340","91.430","thousand cubic metres per day"
"11/29/2005","11/30/2004","Ontario","59.900","80.620","61.440","69.050","64.350","67.320","thousand cubic metres per day"
"11/29/2005","11/30/2004","Quebec & Eastern Canada","137.550","97.700","138.450","126.080","140.140","132.800","thousand cubic metres per day"
"11/29/2005","11/30/2004","Western Canada","98.510","100.830","98.160","93.240","91.490","91.320","thousand cubic metres per day"
"12/06/2005","12/07/2004","Ontario","62.030","83.490","61.520","69.530","64.310","67.370","thousand cubic metres per day"
"12/06/2005","12/07/2004","Quebec & Eastern Canada","130.920","92.990","136.450","134.530","139.950","132.980","thousand cubic metres per day"
"12/06/2005","12/07/2004","Western Canada","94.000","96.210","97.860","92.140","91.540","91.340","thousand cubic metres per day"
"12/13/2005","12/14/2004","Ontario","60.000","80.760","61.390","70.250","64.220","67.470","thousand cubic metres per day"
"12/13/2005","12/14/2004","Quebec & Eastern Canada","136.680","97.080","136.030","137.530","139.880","133.170","thousand cubic metres per day"
"12/13/2005","12/14/2004","Western Canada","89.720","91.840","95.100","90.100","91.510","91.260","thousand cubic metres per day"
"12/20/2005","12/21/2004","Ontario","62.350","83.920","61.070","70.230","64.180","67.510","thousand cubic metres per day"
"12/20/2005","12/21/2004","Quebec & Eastern Canada","138.100","98.090","135.810","140.400","139.850","133.420","thousand cubic metres per day"
"12/20/2005","12/21/2004","Western Canada","92.580","94.760","93.700","86.170","91.530","91.010","thousand cubic metres per day"
"12/27/2005","12/28/2004","Ontario","63.890","85.990","62.070","70.190","64.180","67.540","thousand cubic metres per day"
"12/27/2005","12/28/2004","Quebec & Eastern Canada","138.590","98.440","136.070","144.030","139.820","133.670","thousand cubic metres per day"
"12/27/2005","12/28/2004","Western Canada","99.850","102.200","94.040","87.550","91.690","91.030","thousand cubic metres per day"
"01/03/2006","01/04/2005","Ontario","61.560","82.850","61.950","70.490","61.560","71.210","thousand cubic metres per day"
"01/03/2006","01/04/2005","Quebec & Eastern Canada","130.790","92.900","136.040","145.050","130.790","145.330","thousand cubic metres per day"
"01/03/2006","01/04/2005","Western Canada","99.770","102.120","95.480","88.030","99.770","94.180","thousand cubic metres per day"
"01/10/2006","01/11/2005","Ontario","61.890","83.290","62.420","69.720","61.720","70.040","thousand cubic metres per day"
