"Week End","Week End Last Year","Region","Crude Volumes For The Week","Percent Of Capacity","4 Week Average","4 Week Average Last Year","YTD Average","YTD Average Last Year","Unit"
"05/21/1996","05/23/1995","Quebec & Eastern Canada","109.650","91.680","104.160","84.280","109.200","99.150","thousand cubic metres per day"
"05/21/1996","05/23/1995","Western Canada","73.830","85.450","71.310","57.590","74.490","68.360","thousand cubic metres per day"
"05/28/1996","05/30/1995","Ontario","76.960","87.950","64.090","61.010","70.130","69.670","thousand cubic metres per day"
"05/28/1996","05/30/1995","Quebec & Eastern Canada","93.690","78.340","102.550","84.820","108.490","98.470","thousand cubic metres per day"
"05/28/1996","05/30/1995","Western Canada","75.410","87.280","74.150","63.660","74.530","68.440","thousand cubic metres per day"
"06/04/1996","06/06/1995","Ontario","76.730","87.690","68.660","61.250","70.420","69.320","thousand cubic metres per day"
"06/04/1996","06/06/1995","Quebec & Eastern Canada","104.520","87.390","101.800","86.060","108.320","97.990","thousand cubic metres per day"
"06/04/1996","06/06/1995","Western Canada","75.740","87.660","75.160","66.860","74.580","68.600","thousand cubic metres per day"
"06/11/1996","06/13/1995","Ontario","69.060","78.930","72.210","61.980","70.360","69.050","thousand cubic metres per day"
"06/11/1996","06/13/1995","Quebec & Eastern Canada","113.450","94.860","105.330","86.510","108.530","97.680","thousand cubic metres per day"
"06/11/1996","06/13/1995","Western Canada","77.070","89.200","75.510","70.480","74.690","68.880","thousand cubic metres per day"
"06/18/1996","06/20/1995","Ontario","76.040","86.900","74.700","64.450","70.590","69.190","thousand cubic metres per day"
"06/18/1996","06/20/1995","Quebec & Eastern Canada","109.920","91.910","105.400","90.950","108.590","97.840","thousand cubic metres per day"
"06/18/1996","06/20/1995","Western Canada","75.760","87.690","76.000","73.220","74.730","69.140","thousand cubic metres per day"
"06/25/1996","06/27/1995","Ontario","77.450","88.510","74.820","67.320","70.850","69.310","thousand cubic metres per day"
"06/25/1996","06/27/1995","Quebec & Eastern Canada","117.730","98.440","111.410","95.350","108.940","97.990","thousand cubic metres per day"
"06/25/1996","06/27/1995","Western Canada","75.570","87.470","76.040","74.730","74.760","69.410","thousand cubic metres per day"
"07/02/1996","07/04/1995","Ontario","77.840","88.960","75.100","71.160","71.110","69.600","thousand cubic metres per day"
"07/02/1996","07/04/1995","Quebec & Eastern Canada","111.480","93.210","113.150","100.050","109.030","98.300","thousand cubic metres per day"
"07/02/1996","07/04/1995","Western Canada","77.060","89.190","76.370","76.610","74.850","69.780","thousand cubic metres per day"
"07/09/1996","07/11/1995","Ontario","77.620","88.710","77.240","74.130","71.340","69.770","thousand cubic metres per day"
"07/09/1996","07/11/1995","Quebec & Eastern Canada","96.610","80.780","108.940","104.230","108.590","98.620","thousand cubic metres per day"
"07/09/1996","07/11/1995","Western Canada","79.040","91.480","76.860","77.370","75.000","70.090","thousand cubic metres per day"
"07/16/1996","07/18/1995","Ontario","78.210","89.380","77.780","74.900","71.580","69.980","thousand cubic metres per day"
"07/16/1996","07/18/1995","Quebec & Eastern Canada","96.570","80.740","105.600","105.540","108.180","98.900","thousand cubic metres per day"
"07/16/1996","07/18/1995","Western Canada","78.490","90.840","77.540","78.370","75.120","70.410","thousand cubic metres per day"
"07/23/1996","07/25/1995","Ontario","77.260","88.300","77.730","75.020","71.770","70.070","thousand cubic metres per day"
"07/23/1996","07/25/1995","Quebec & Eastern Canada","106.560","89.100","102.810","107.600","108.120","99.270","thousand cubic metres per day"
"07/23/1996","07/25/1995","Western Canada","78.110","90.410","78.180","79.620","75.220","70.770","thousand cubic metres per day"
"07/30/1996","08/01/1995","Ontario","77.950","89.090","77.760","74.330","71.970","70.210","thousand cubic metres per day"
"07/30/1996","08/01/1995","Quebec & Eastern Canada","109.490","91.550","102.310","108.260","108.170","99.580","thousand cubic metres per day"
"07/30/1996","08/01/1995","Western Canada","78.550","90.910","78.550","79.710","75.320","71.060","thousand cubic metres per day"
"08/06/1996","08/08/1995","Ontario","78.220","89.390","77.910","74.050","72.170","70.310","thousand cubic metres per day"
"08/06/1996","08/08/1995","Quebec & Eastern Canada","110.930","92.750","105.890","109.220","108.250","99.940","thousand cubic metres per day"
"08/06/1996","08/08/1995","Western Canada","77.460","89.650","78.150","80.620","75.390","71.410","thousand cubic metres per day"
"08/13/1996","08/15/1995","Ontario","76.540","87.470","77.490","71.750","72.300","70.190","thousand cubic metres per day"
"08/13/1996","08/15/1995","Quebec & Eastern Canada","105.140","87.910","108.030","109.950","108.160","100.240","thousand cubic metres per day"
"08/13/1996","08/15/1995","Western Canada","80.400","93.060","78.630","80.920","75.540","71.690","thousand cubic metres per day"
"08/20/1996","08/22/1995","Ontario","76.240","87.130","77.240","69.740","72.410","70.030","thousand cubic metres per day"
"08/20/1996","08/22/1995","Quebec & Eastern Canada","112.670","94.210","109.560","109.440","108.290","100.470","thousand cubic metres per day"
"08/20/1996","08/22/1995","Western Canada","78.800","91.200","78.800","80.760","75.640","71.950","thousand cubic metres per day"
"08/27/1996","08/29/1995","Ontario","70.530","80.610","75.380","68.050","72.360","69.960","thousand cubic metres per day"
"08/27/1996","08/29/1995","Quebec & Eastern Canada","93.880","78.490","105.660","109.040","107.880","100.660","thousand cubic metres per day"
"08/27/1996","08/29/1995","Western Canada","79.210","91.680","78.970","80.640","75.740","72.160","thousand cubic metres per day"
"09/03/1996","09/05/1995","Ontario","77.510","88.580","75.210","66.500","72.500","69.880","thousand cubic metres per day"
"09/03/1996","09/05/1995","Quebec & Eastern Canada","86.540","72.360","99.560","109.400","107.290","100.990","thousand cubic metres per day"
"09/03/1996","09/05/1995","Western Canada","79.730","92.280","79.540","80.570","75.850","72.420","thousand cubic metres per day"
"09/10/1996","09/12/1995","Ontario","75.420","86.190","74.930","65.970","72.580","69.730","thousand cubic metres per day"
"09/10/1996","09/12/1995","Quebec & Eastern Canada","99.680","83.340","98.190","110.590","107.080","101.360","thousand cubic metres per day"
"09/10/1996","09/12/1995","Western Canada","81.630","94.480","79.840","81.050","76.010","72.700","thousand cubic metres per day"
"09/17/1996","09/19/1995","Ontario","77.050","88.060","75.130","65.150","72.700","69.510","thousand cubic metres per day"
"09/17/1996","09/19/1995","Quebec & Eastern Canada","109.540","91.590","97.410","108.690","107.150","101.330","thousand cubic metres per day"
"09/17/1996","09/19/1995","Western Canada","82.060","94.980","80.660","81.750","76.170","72.980","thousand cubic metres per day"
"09/24/1996","09/26/1995","Ontario","76.750","87.710","76.680","65.840","72.800","69.540","thousand cubic metres per day"
"09/24/1996","09/26/1995","Quebec & Eastern Canada","104.560","87.420","100.080","103.320","107.080","100.940","thousand cubic metres per day"
"09/24/1996","09/26/1995","Western Canada","81.200","93.980","81.160","82.330","76.300","73.200","thousand cubic metres per day"
"10/01/1996","10/03/1995","Ontario","73.180","83.630","75.600","66.700","72.810","69.570","thousand cubic metres per day"
"10/01/1996","10/03/1995","Quebec & Eastern Canada","104.200","87.120","104.500","92.540","107.010","100.150","thousand cubic metres per day"
"10/01/1996","10/03/1995","Western Canada","77.790","90.030","80.670","82.830","76.340","73.470","thousand cubic metres per day"
"10/08/1996","10/10/1995","Ontario","73.410","83.900","75.100","68.180","72.830","69.580","thousand cubic metres per day"
"10/08/1996","10/10/1995","Quebec & Eastern Canada","104.730","87.570","105.760","81.070","106.950","99.380","thousand cubic metres per day"
"10/08/1996","10/10/1995","Western Canada","77.000","89.120","79.520","82.210","76.350","73.630","thousand cubic metres per day"
"10/15/1996","10/17/1995","Ontario","75.040","85.760","74.600","70.200","72.880","69.580","thousand cubic metres per day"
"10/15/1996","10/17/1995","Quebec & Eastern Canada","98.450","82.320","102.990","75.770","106.750","98.900","thousand cubic metres per day"
"10/15/1996","10/17/1995","Western Canada","80.310","92.950","79.080","80.470","76.440","73.690","thousand cubic metres per day"
"10/22/1996","10/24/1995","Ontario","75.440","86.220","74.270","71.340","72.940","69.710","thousand cubic metres per day"
"10/22/1996","10/24/1995","Quebec & Eastern Canada","102.550","85.740","102.480","76.990","106.650","98.710","thousand cubic metres per day"
"10/22/1996","10/24/1995","Western Canada","71.140","82.340","76.560","79.040","76.320","73.740","thousand cubic metres per day"
"10/29/1996","10/31/1995","Ontario","74.500","84.090","74.600","72.230","72.980","69.810","thousand cubic metres per day"
"10/29/1996","10/31/1995","Quebec & Eastern Canada","101.800","83.440","101.880","86.690","106.540","98.920","thousand cubic metres per day"
"10/29/1996","10/31/1995","Western Canada","77.340","88.590","76.450","76.880","76.340","73.770","thousand cubic metres per day"
"11/05/1996","11/07/1995","Ontario","73.940","83.450","74.730","73.170","73.000","69.900","thousand cubic metres per day"
"11/05/1996","11/07/1995","Quebec & Eastern Canada","114.050","93.480","104.210","96.940","106.710","99.160","thousand cubic metres per day"
"11/05/1996","11/07/1995","Western Canada","79.960","91.590","77.190","76.110","76.420","73.850","thousand cubic metres per day"
"11/12/1996","11/14/1995","Ontario","74.930","84.570","74.700","74.340","73.040","69.990","thousand cubic metres per day"
"11/12/1996","11/14/1995","Quebec & Eastern Canada","113.870","93.340","108.070","105.800","106.860","99.500","thousand cubic metres per day"
"11/12/1996","11/14/1995","Western Canada","74.150","84.940","75.650","76.570","76.370","73.940","thousand cubic metres per day"
"11/19/1996","11/21/1995","Ontario","76.690","86.560","75.020","74.190","73.120","70.090","thousand cubic metres per day"
"11/19/1996","11/21/1995","Quebec & Eastern Canada","112.640","92.330","110.590","111.250","106.990","99.780","thousand cubic metres per day"
"11/19/1996","11/21/1995","Western Canada","70.190","80.400","75.410","77.010","76.240","74.020","thousand cubic metres per day"
"11/26/1996","11/28/1995","Ontario","75.500","85.210","75.270","73.370","73.170","70.100","thousand cubic metres per day"
"11/26/1996","11/28/1995","Quebec & Eastern Canada","114.840","94.130","113.850","111.020","107.150","99.930","thousand cubic metres per day"
"11/26/1996","11/28/1995","Western Canada","71.450","81.840","73.940","77.930","76.140","74.120","thousand cubic metres per day"
"12/03/1996","12/05/1995","Ontario","75.690","85.430","75.700","72.500","73.220","70.110","thousand cubic metres per day"
"12/03/1996","12/05/1995","Quebec & Eastern Canada","115.950","95.040","114.330","110.360","107.330","100.080","thousand cubic metres per day"
"12/03/1996","12/05/1995","Western Canada","71.270","81.640","71.770","77.940","76.040","74.180","thousand cubic metres per day"
"12/10/1996","12/12/1995","Ontario","73.250","82.670","75.280","72.380","73.220","70.180","thousand cubic metres per day"
"12/10/1996","12/12/1995","Quebec & Eastern Canada","114.610","93.940","114.510","108.570","107.480","100.220","thousand cubic metres per day"
"12/10/1996","12/12/1995","Western Canada","74.600","85.450","71.880","77.500","76.010","74.230","thousand cubic metres per day"
"12/17/1996","12/19/1995","Ontario","75.810","85.560","75.060","71.790","73.270","70.220","thousand cubic metres per day"
"12/17/1996","12/19/1995","Quebec & Eastern Canada","115.290","94.500","115.170","108.730","107.630","100.480","thousand cubic metres per day"
"12/17/1996","12/19/1995","Western Canada","77.380","88.640","73.680","76.610","76.040","74.220","thousand cubic metres per day"
"12/24/1996","12/26/1995","Ontario","74.750","84.370","74.880","71.920","73.300","70.240","thousand cubic metres per day"
"12/24/1996","12/26/1995","Quebec & Eastern Canada","115.020","94.280","115.220","109.840","107.770","100.690","thousand cubic metres per day"
"12/24/1996","12/26/1995","Western Canada","78.640","90.080","75.470","74.850","76.090","74.180","thousand cubic metres per day"
"12/31/1996","01/02/1996","Ontario","73.000","82.390","74.200","72.260","73.290","71.890","thousand cubic metres per day"
"12/31/1996","01/02/1996","Quebec & Eastern Canada","117.410","96.240","115.580","109.230","107.950","104.700","thousand cubic metres per day"
"12/31/1996","01/02/1996","Western Canada","75.230","86.170","76.460","73.600","76.080","72.110","thousand cubic metres per day"
"01/07/1997","01/09/1996","Ontario","73.130","82.540","74.170","71.660","73.130","71.600","thousand cubic metres per day"
"01/07/1997","01/09/1996","Quebec & Eastern Canada","115.560","94.720","115.820","110.470","115.560","108.510","thousand cubic metres per day"
"01/07/1997","01/09/1996","Western Canada","69.260","79.340","75.130","73.050","69.260","73.140","thousand cubic metres per day"
"01/14/1997","01/16/1996","Ontario","80.270","90.600","75.290","71.930","76.700","72.100","thousand cubic metres per day"
"01/14/1997","01/16/1996","Quebec & Eastern Canada","109.230","89.530","114.310","109.360","112.400","108.620","thousand cubic metres per day"
"01/14/1997","01/16/1996","Western Canada","76.080","87.150","74.800","73.610","72.670","74.230","thousand cubic metres per day"
"01/21/1997","01/23/1996","Ontario","78.200","88.260","76.150","72.340","77.200","72.340","thousand cubic metres per day"
"01/21/1997","01/23/1996","Quebec & Eastern Canada","114.660","93.980","114.220","108.710","113.150","108.710","thousand cubic metres per day"
"01/21/1997","01/23/1996","Western Canada","73.380","84.050","73.490","74.480","72.910","74.480","thousand cubic metres per day"
"01/28/1997","01/30/1996","Ontario","79.520","89.750","77.780","72.690","77.780","72.530","thousand cubic metres per day"
"01/28/1997","01/30/1996","Quebec & Eastern Canada","115.160","94.390","113.650","109.410","113.650","108.470","thousand cubic metres per day"
"01/28/1997","01/30/1996","Western Canada","77.630","88.920","74.090","75.170","74.090","74.560","thousand cubic metres per day"
"02/04/1997","02/06/1996","Ontario","80.990","91.410","79.750","73.130","78.420","72.620","thousand cubic metres per day"
"02/04/1997","02/06/1996","Quebec & Eastern Canada","116.520","95.510","113.890","108.880","114.230","108.750","thousand cubic metres per day"
"02/04/1997","02/06/1996","Western Canada","78.730","90.180","76.460","76.050","75.020","75.080","thousand cubic metres per day"
"02/11/1997","02/13/1996","Ontario","72.300","81.600","77.750","74.150","77.400","73.270","thousand cubic metres per day"
"02/11/1997","02/13/1996","Quebec & Eastern Canada","116.350","95.370","115.670","110.520","114.580","109.710","thousand cubic metres per day"
"02/11/1997","02/13/1996","Western Canada","79.340","90.880","77.270","77.080","75.740","75.860","thousand cubic metres per day"
"02/18/1997","02/20/1996","Ontario","72.800","82.170","76.400","74.360","76.750","73.350","thousand cubic metres per day"
"02/18/1997","02/20/1996","Quebec & Eastern Canada","115.420","94.610","115.860","111.350","114.700","110.030","thousand cubic metres per day"
"02/18/1997","02/20/1996","Western Canada","80.370","92.060","79.020","78.310","76.400","76.390","thousand cubic metres per day"
"02/25/1997","02/27/1996","Ontario","72.570","81.910","74.670","74.780","76.220","73.530","thousand cubic metres per day"
"02/25/1997","02/27/1996","Quebec & Eastern Canada","114.120","93.540","115.600","113.670","114.630","110.780","thousand cubic metres per day"
"02/25/1997","02/27/1996","Western Canada","80.260","91.940","79.680","79.360","76.880","76.690","thousand cubic metres per day"
"03/04/1997","03/05/1996","Ontario","67.080","75.710","71.190","76.320","75.210","74.100","thousand cubic metres per day"
"03/04/1997","03/05/1996","Quebec & Eastern Canada","112.290","92.040","114.550","115.120","114.370","111.300","thousand cubic metres per day"
"03/04/1997","03/05/1996","Western Canada","76.660","87.810","79.160","79.580","76.860","76.880","thousand cubic metres per day"
"03/11/1997","03/12/1996","Ontario","68.120","76.880","70.140","75.390","74.500","74.040","thousand cubic metres per day"
"03/11/1997","03/12/1996","Quebec & Eastern Canada","109.180","89.490","112.750","115.400","113.850","111.770","thousand cubic metres per day"
"03/11/1997","03/12/1996","Western Canada","77.600","88.890","78.720","78.470","76.930","76.810","thousand cubic metres per day"
"03/18/1997","03/19/1996","Ontario","68.350","77.140","69.030","75.750","73.940","74.150","thousand cubic metres per day"
"03/18/1997","03/19/1996","Quebec & Eastern Canada","111.180","91.130","111.690","115.630","113.610","111.890","thousand cubic metres per day"
"03/18/1997","03/19/1996","Western Canada","78.680","90.130","78.300","77.430","77.090","76.740","thousand cubic metres per day"
"03/25/1997","03/26/1996","Ontario","61.880","69.840","66.360","75.580","72.930","74.160","thousand cubic metres per day"
"03/25/1997","03/26/1996","Quebec & Eastern Canada","114.220","93.620","111.720","114.610","113.660","111.960","thousand cubic metres per day"
"03/25/1997","03/26/1996","Western Canada","80.270","91.950","78.300","76.320","77.350","76.580","thousand cubic metres per day"
"04/01/1997","04/02/1996","Ontario","70.800","79.910","67.290","72.120","72.770","73.530","thousand cubic metres per day"
"04/01/1997","04/02/1996","Quebec & Eastern Canada","115.810","94.930","112.600","113.060","113.820","111.800","thousand cubic metres per day"
"04/01/1997","04/02/1996","Western Canada","80.320","92.000","79.220","75.510","77.580","76.490","thousand cubic metres per day"
"04/08/1997","04/09/1996","Ontario","72.210","81.500","68.310","70.110","72.730","72.990","thousand cubic metres per day"
"04/08/1997","04/09/1996","Quebec & Eastern Canada","105.400","86.390","111.650","111.450","113.220","111.690","thousand cubic metres per day"
"04/08/1997","04/09/1996","Western Canada","76.430","87.550","78.930","75.310","77.500","76.410","thousand cubic metres per day"
"04/15/1997","04/16/1996","Ontario","65.310","73.710","67.550","67.380","72.240","72.460","thousand cubic metres per day"
"04/15/1997","04/16/1996","Quebec & Eastern Canada","104.380","85.560","109.950","110.170","112.630","111.460","thousand cubic metres per day"
"04/15/1997","04/16/1996","Western Canada","70.780","81.080","76.950","73.900","77.050","76.030","thousand cubic metres per day"
"04/22/1997","04/23/1996","Ontario","66.660","75.240","68.750","65.390","71.890","72.100","thousand cubic metres per day"
"04/22/1997","04/23/1996","Quebec & Eastern Canada","103.950","85.200","107.390","105.260","112.090","110.380","thousand cubic metres per day"
"04/22/1997","04/23/1996","Western Canada","56.500","64.720","71.010","70.890","75.770","75.240","thousand cubic metres per day"
"04/29/1997","04/30/1996","Ontario","74.890","84.530","69.770","64.270","72.060","71.480","thousand cubic metres per day"
"04/29/1997","04/30/1996","Quebec & Eastern Canada","86.230","70.680","99.990","102.850","110.570","109.810","thousand cubic metres per day"
"04/29/1997","04/30/1996","Western Canada","61.090","69.980","66.200","68.070","74.900","74.620","thousand cubic metres per day"
"05/06/1997","05/07/1996","Ontario","73.130","82.540","70.000","62.530","72.120","70.790","thousand cubic metres per day"
"05/06/1997","05/07/1996","Quebec & Eastern Canada","92.760","76.030","96.830","102.220","109.580","109.690","thousand cubic metres per day"
"05/06/1997","05/07/1996","Western Canada","66.540","76.220","63.730","67.170","74.440","74.460","thousand cubic metres per day"
"05/13/1997","05/14/1996","Ontario","72.960","82.350","71.910","60.140","72.170","69.990","thousand cubic metres per day"
"05/13/1997","05/14/1996","Quebec & Eastern Canada","96.550","79.140","94.870","100.020","108.890","109.180","thousand cubic metres per day"
"05/13/1997","05/14/1996","Western Canada","66.420","76.080","62.640","68.510","74.020","74.520","thousand cubic metres per day"
"05/20/1997","05/21/1996","Ontario","74.770","84.390","73.940","60.080","72.300","69.810","thousand cubic metres per day"
"05/20/1997","05/21/1996","Quebec & Eastern Canada","111.650","91.520","96.800","104.160","109.030","109.200","thousand cubic metres per day"
"05/20/1997","05/21/1996","Western Canada","74.430","85.260","67.120","71.310","74.040","74.490","thousand cubic metres per day"
"05/27/1997","05/28/1996","Ontario","78.230","88.300","74.770","64.090","72.580","70.130","thousand cubic metres per day"
"05/27/1997","05/28/1996","Quebec & Eastern Canada","111.630","91.500","103.150","102.550","109.150","108.490","thousand cubic metres per day"
"05/27/1997","05/28/1996","Western Canada","77.100","88.320","71.120","74.150","74.180","74.530","thousand cubic metres per day"
"06/03/1997","06/04/1996","Ontario","76.070","85.860","75.510","68.660","72.740","70.420","thousand cubic metres per day"
"06/03/1997","06/04/1996","Quebec & Eastern Canada","110.410","90.500","107.560","101.800","109.210","108.320","thousand cubic metres per day"
"06/03/1997","06/04/1996","Western Canada","72.990","83.610","72.740","75.160","74.130","74.580","thousand cubic metres per day"
"06/10/1997","06/11/1996","Ontario","75.510","85.230","76.150","72.210","72.860","70.360","thousand cubic metres per day"
"06/10/1997","06/11/1996","Quebec & Eastern Canada","99.630","81.660","108.330","105.330","108.800","108.530","thousand cubic metres per day"
"06/10/1997","06/11/1996","Western Canada","73.200","83.850","74.430","75.510","74.090","74.690","thousand cubic metres per day"
"06/17/1997","06/18/1996","Ontario","77.100","87.020","76.730","74.700","73.040","70.590","thousand cubic metres per day"
"06/17/1997","06/18/1996","Quebec & Eastern Canada","90.380","74.080","103.010","105.400","108.030","108.590","thousand cubic metres per day"
"06/17/1997","06/18/1996","Western Canada","76.210","87.300","74.880","76.000","74.180","74.730","thousand cubic metres per day"
"06/24/1997","06/25/1996","Ontario","75.500","85.210","76.050","74.820","73.130","70.850","thousand cubic metres per day"
"06/24/1997","06/25/1996","Quebec & Eastern Canada","93.160","76.360","98.400","111.410","107.430","108.940","thousand cubic metres per day"
"06/24/1997","06/25/1996","Western Canada","79.690","91.280","75.520","76.040","74.400","74.760","thousand cubic metres per day"
"07/01/1997","07/02/1996","Ontario","78.280","88.350","76.600","75.100","73.330","71.110","thousand cubic metres per day"
"07/01/1997","07/02/1996","Quebec & Eastern Canada","104.620","85.750","96.950","113.150","107.330","109.030","thousand cubic metres per day"
"07/01/1997","07/02/1996","Western Canada","81.810","93.710","77.730","76.370","74.690","74.850","thousand cubic metres per day"
"07/08/1997","07/09/1996","Ontario","80.230","90.550","77.780","77.240","73.590","71.340","thousand cubic metres per day"
"07/08/1997","07/09/1996","Quebec & Eastern Canada","110.490","90.570","99.660","108.940","107.440","108.590","thousand cubic metres per day"
"07/08/1997","07/09/1996","Western Canada","83.020","95.100","80.180","76.860","74.990","75.000","thousand cubic metres per day"
"07/15/1997","07/16/1996","Ontario","79.370","89.580","78.350","77.780","73.800","71.580","thousand cubic metres per day"
"07/15/1997","07/16/1996","Quebec & Eastern Canada","110.890","90.890","104.790","105.600","107.570","108.180","thousand cubic metres per day"
"07/15/1997","07/16/1996","Western Canada","81.060","92.850","81.400","77.540","75.210","75.120","thousand cubic metres per day"
"07/22/1997","07/23/1996","Ontario","79.300","89.500","79.300","77.730","73.990","71.770","thousand cubic metres per day"
"07/22/1997","07/23/1996","Quebec & Eastern Canada","111.580","91.460","109.400","102.810","107.700","108.120","thousand cubic metres per day"
"07/22/1997","07/23/1996","Western Canada","75.250","86.200","80.290","78.180","75.210","75.220","thousand cubic metres per day"
"07/29/1997","07/30/1996","Ontario","78.530","88.630","79.360","77.760","74.140","71.970","thousand cubic metres per day"
"07/29/1997","07/30/1996","Quebec & Eastern Canada","113.740","93.230","111.680","102.310","107.910","108.170","thousand cubic metres per day"
"07/29/1997","07/30/1996","Western Canada","76.440","87.560","78.940","78.550","75.250","75.320","thousand cubic metres per day"
"08/05/1997","08/06/1996","Ontario","79.470","89.700","79.170","77.910","74.310","72.170","thousand cubic metres per day"
"08/05/1997","08/06/1996","Quebec & Eastern Canada","113.770","93.250","112.500","105.890","108.100","108.250","thousand cubic metres per day"
"08/05/1997","08/06/1996","Western Canada","76.180","87.260","77.230","78.150","75.280","75.390","thousand cubic metres per day"
"08/12/1997","08/13/1996","Ontario","81.180","91.630","79.620","77.490","74.520","72.300","thousand cubic metres per day"
"08/12/1997","08/13/1996","Quebec & Eastern Canada","113.660","93.160","113.190","108.030","108.270","108.160","thousand cubic metres per day"
"08/12/1997","08/13/1996","Western Canada","82.890","94.950","77.690","78.630","75.520","75.540","thousand cubic metres per day"
"08/19/1997","08/20/1996","Ontario","82.240","92.820","80.360","77.240","74.760","72.410","thousand cubic metres per day"
"08/19/1997","08/20/1996","Quebec & Eastern Canada","113.930","93.390","113.780","109.560","108.440","108.290","thousand cubic metres per day"
"08/19/1997","08/20/1996","Western Canada","82.660","94.680","79.540","78.800","75.740","75.640","thousand cubic metres per day"
"08/26/1997","08/27/1996","Ontario","76.690","86.560","79.900","75.380","74.810","72.360","thousand cubic metres per day"
"08/26/1997","08/27/1996","Quebec & Eastern Canada","114.290","93.680","113.910","105.660","108.610","107.880","thousand cubic metres per day"
"08/26/1997","08/27/1996","Western Canada","83.090","95.180","81.210","78.970","75.950","75.740","thousand cubic metres per day"
"09/02/1997","09/03/1996","Ontario","72.020","81.290","78.030","75.210","74.730","72.500","thousand cubic metres per day"
"09/02/1997","09/03/1996","Quebec & Eastern Canada","116.530","95.520","114.600","99.560","108.840","107.290","thousand cubic metres per day"
"09/02/1997","09/03/1996","Western Canada","82.970","95.040","82.900","79.540","76.150","75.850","thousand cubic metres per day"
"09/09/1997","09/10/1996","Ontario","68.580","77.400","74.880","74.930","74.560","72.580","thousand cubic metres per day"
"09/09/1997","09/10/1996","Quebec & Eastern Canada","112.810","92.470","114.390","98.190","108.950","107.080","thousand cubic metres per day"
"09/09/1997","09/10/1996","Western Canada","82.660","94.680","82.850","79.840","76.330","76.010","thousand cubic metres per day"
"09/16/1997","09/17/1996","Ontario","66.850","75.450","71.040","75.130","74.350","72.700","thousand cubic metres per day"
"09/16/1997","09/17/1996","Quebec & Eastern Canada","105.960","86.850","112.400","97.410","108.870","107.150","thousand cubic metres per day"
"09/16/1997","09/17/1996","Western Canada","81.850","93.760","82.640","80.660","76.480","76.170","thousand cubic metres per day"
"09/23/1997","09/24/1996","Ontario","73.030","82.430","70.120","76.680","74.320","72.800","thousand cubic metres per day"
"09/23/1997","09/24/1996","Quebec & Eastern Canada","94.180","77.200","107.370","100.080","108.480","107.080","thousand cubic metres per day"
"09/23/1997","09/24/1996","Western Canada","82.840","94.890","82.580","81.160","76.650","76.300","thousand cubic metres per day"
"09/30/1997","10/01/1996","Ontario","68.900","77.770","69.340","75.600","74.180","72.810","thousand cubic metres per day"
"09/30/1997","10/01/1996","Quebec & Eastern Canada","107.190","87.860","105.040","104.500","108.450","107.010","thousand cubic metres per day"
"09/30/1997","10/01/1996","Western Canada","82.330","94.310","82.420","80.670","76.800","76.340","thousand cubic metres per day"
"10/07/1997","10/08/1996","Ontario","65.000","73.360","68.450","75.100","73.950","72.830","thousand cubic metres per day"
"10/07/1997","10/08/1996","Quebec & Eastern Canada","113.630","93.140","105.240","105.760","108.580","106.950","thousand cubic metres per day"
"10/07/1997","10/08/1996","Western Canada","83.070","95.150","82.530","79.520","76.950","76.350","thousand cubic metres per day"
"10/14/1997","10/15/1996","Ontario","78.770","88.910","71.430","74.600","74.070","72.880","thousand cubic metres per day"
"10/14/1997","10/15/1996","Quebec & Eastern Canada","115.500","94.670","107.630","102.990","108.750","106.750","thousand cubic metres per day"
"10/14/1997","10/15/1996","Western Canada","83.260","95.370","82.880","79.080","77.110","76.440","thousand cubic metres per day"
"10/21/1997","10/22/1996","Ontario","78.530","88.630","72.800","74.270","74.170","72.940","thousand cubic metres per day"
"10/21/1997","10/22/1996","Quebec & Eastern Canada","115.670","94.810","113.000","102.480","108.910","106.650","thousand cubic metres per day"
"10/21/1997","10/22/1996","Western Canada","81.440","93.290","82.530","76.560","77.210","76.320","thousand cubic metres per day"
"10/28/1997","10/29/1996","Ontario","80.300","90.630","75.650","74.600","74.320","72.980","thousand cubic metres per day"
"10/28/1997","10/29/1996","Quebec & Eastern Canada","117.000","95.900","115.450","101.880","109.100","106.540","thousand cubic metres per day"
"10/28/1997","10/29/1996","Western Canada","80.800","92.550","82.150","76.450","77.290","76.340","thousand cubic metres per day"
"11/04/1997","11/05/1996","Ontario","80.690","91.070","79.570","74.730","74.460","73.000","thousand cubic metres per day"
"11/04/1997","11/05/1996","Quebec & Eastern Canada","112.910","92.550","115.270","104.210","109.190","106.710","thousand cubic metres per day"
"11/04/1997","11/05/1996","Western Canada","75.570","86.560","80.270","77.190","77.250","76.420","thousand cubic metres per day"
"11/11/1997","11/12/1996","Ontario","79.280","89.480","79.700","74.700","74.570","73.040","thousand cubic metres per day"
"11/11/1997","11/12/1996","Quebec & Eastern Canada","114.360","93.740","114.990","108.070","109.300","106.860","thousand cubic metres per day"
"11/11/1997","11/12/1996","Western Canada","76.490","87.620","78.580","75.650","77.240","76.370","thousand cubic metres per day"
"11/18/1997","11/19/1996","Ontario","80.170","90.490","80.110","75.020","74.690","73.120","thousand cubic metres per day"
"11/18/1997","11/19/1996","Quebec & Eastern Canada","110.750","90.780","113.760","110.590","109.330","106.990","thousand cubic metres per day"
